description,amount,date,type,payment_method,recurrent
Curso online,384.49,2025-10-12,EXPENSE,CREDIT_CARD,false
Doacao,199.30,2025-10-12,EXPENSE,BANK_TRANSFER,false
Loja de roupas,262.09,2025-10-12,EXPENSE,CREDIT_CARD,false
Padaria,15.85,2025-10-12,EXPENSE,CASH,false
Padaria,44.61,2025-10-12,EXPENSE,DEBIT_CARD,false
Pet shop,156.37,2025-10-12,EXPENSE,CASH,false
Pet shop,26.05,2025-10-12,EXPENSE,CASH,false
Salario mensal,8026.81,2025-10-12,INCOME,BANK_TRANSFER,true
Transferencia recebida,1842.48,2025-10-12,INCOME,PIX,false
Aplicativo de transporte,14.54,2025-10-13,EXPENSE,DEBIT_CARD,false
Manutencao do veiculo,2033.62,2025-10-13,EXPENSE,BOLETO,false
Padaria,67.44,2025-10-13,EXPENSE,CASH,false
Plano de celular,71.24,2025-10-13,EXPENSE,CREDIT_CARD,true
Plano de saude,619.64,2025-10-13,EXPENSE,CREDIT_CARD,true
Restaurante,77.75,2025-10-13,EXPENSE,BANK_TRANSFER,false
Streaming,67.82,2025-10-13,EXPENSE,BANK_TRANSFER,true
Supermercado,292.46,2025-10-13,EXPENSE,BOLETO,false
Bonus profissional,379.05,2025-10-13,INCOME,PIX,false
Reembolso empresarial,120.21,2025-10-13,INCOME,PIX,false
Reembolso empresarial,268.53,2025-10-13,INCOME,BANK_TRANSFER,false
Aplicativo de transporte,43.35,2025-10-14,EXPENSE,CASH,false
Condominio,505.27,2025-10-14,EXPENSE,BOLETO,true
Delivery de comida,93.92,2025-10-14,EXPENSE,PIX,false
Eletronicos,1765.34,2025-10-14,EXPENSE,CREDIT_CARD,false
Manutencao do veiculo,2301.49,2025-10-14,EXPENSE,DEBIT_CARD,false
Reembolso empresarial,401.38,2025-10-14,INCOME,PIX,false
Condominio,352.99,2025-10-15,EXPENSE,DEBIT_CARD,false
Conta de agua,47.10,2025-10-15,EXPENSE,BANK_TRANSFER,true
Curso online,733.80,2025-10-15,EXPENSE,CASH,false
Impostos e taxas,350.96,2025-10-15,EXPENSE,BOLETO,false
Padaria,17.31,2025-10-15,EXPENSE,PIX,false
Passagem aerea,388.31,2025-10-15,EXPENSE,BANK_TRANSFER,false
Streaming,34.94,2025-10-15,EXPENSE,CASH,true
Viagem e hospedagem,2423.05,2025-10-15,EXPENSE,DEBIT_CARD,false
Academia,151.69,2025-10-16,EXPENSE,BOLETO,true
Doacao,120.35,2025-10-16,EXPENSE,CASH,false
Farmacia,102.10,2025-10-16,EXPENSE,BANK_TRANSFER,false
Internet residencial,129.18,2025-10-16,EXPENSE,PIX,true
Passagem aerea,1160.66,2025-10-16,EXPENSE,PIX,false
Restaurante,134.86,2025-10-16,EXPENSE,BANK_TRANSFER,false
Supermercado,761.41,2025-10-16,EXPENSE,BOLETO,false
Salario mensal,9992.63,2025-10-16,INCOME,PIX,true
Academia,110.23,2025-10-17,EXPENSE,CREDIT_CARD,true
Combustivel,246.44,2025-10-17,EXPENSE,BANK_TRANSFER,false
Conta de agua,156.43,2025-10-17,EXPENSE,BOLETO,true
Conta de agua,243.28,2025-10-17,EXPENSE,BANK_TRANSFER,false
Conta de agua,115.74,2025-10-17,EXPENSE,CREDIT_CARD,true
Estacionamento,52.16,2025-10-17,EXPENSE,BOLETO,false
Internet residencial,102.49,2025-10-17,EXPENSE,BANK_TRANSFER,true
Internet residencial,75.47,2025-10-17,EXPENSE,BOLETO,true
Padaria,36.25,2025-10-17,EXPENSE,BANK_TRANSFER,false
Pet shop,206.94,2025-10-17,EXPENSE,DEBIT_CARD,false
Plano de saude,1159.14,2025-10-17,EXPENSE,DEBIT_CARD,true
Restaurante,45.80,2025-10-17,EXPENSE,BOLETO,false
Supermercado,667.86,2025-10-17,EXPENSE,PIX,false
Viagem e hospedagem,3532.28,2025-10-17,EXPENSE,DEBIT_CARD,false
Conta de agua,81.37,2025-10-18,EXPENSE,BANK_TRANSFER,true
Delivery de comida,52.99,2025-10-18,EXPENSE,CASH,false
Doacao,38.58,2025-10-18,EXPENSE,PIX,false
Eletronicos,1577.57,2025-10-18,EXPENSE,CREDIT_CARD,false
Eletronicos,4652.10,2025-10-18,EXPENSE,PIX,false
Internet residencial,77.20,2025-10-18,EXPENSE,BOLETO,true
Loja de roupas,175.27,2025-10-18,EXPENSE,BANK_TRANSFER,false
Padaria,81.73,2025-10-18,EXPENSE,BANK_TRANSFER,false
Padaria,36.32,2025-10-18,EXPENSE,PIX,false
Plano de celular,130.43,2025-10-18,EXPENSE,PIX,true
Plano de saude,338.39,2025-10-18,EXPENSE,BANK_TRANSFER,true
Salario mensal,9680.33,2025-10-18,INCOME,BANK_TRANSFER,false
Combustivel,305.21,2025-10-19,EXPENSE,DEBIT_CARD,false
Conta de agua,93.25,2025-10-19,EXPENSE,PIX,true
Doacao,495.21,2025-10-19,EXPENSE,BANK_TRANSFER,false
Manutencao do veiculo,1125.34,2025-10-19,EXPENSE,BANK_TRANSFER,false
Seguro do veiculo,237.24,2025-10-19,EXPENSE,BOLETO,true
Streaming,32.39,2025-10-19,EXPENSE,DEBIT_CARD,true
Aluguel recebido,3321.85,2025-10-19,INCOME,BANK_TRANSFER,true
Aluguel recebido,2804.14,2025-10-19,INCOME,PIX,true
Dividendos,651.54,2025-10-19,INCOME,BANK_TRANSFER,true
Dividendos,280.67,2025-10-19,INCOME,BANK_TRANSFER,false
Pagamento freelance,4160.39,2025-10-19,INCOME,PIX,false
Academia,91.09,2025-10-20,EXPENSE,CASH,true
Impostos e taxas,611.57,2025-10-20,EXPENSE,BANK_TRANSFER,false
Internet residencial,213.36,2025-10-20,EXPENSE,BANK_TRANSFER,true
Loja de roupas,841.32,2025-10-20,EXPENSE,BOLETO,false
Loja de roupas,244.22,2025-10-20,EXPENSE,PIX,false
Loja de roupas,201.11,2025-10-20,EXPENSE,BOLETO,false
Padaria,22.15,2025-10-20,EXPENSE,DEBIT_CARD,false
Plano de saude,1159.72,2025-10-20,EXPENSE,BANK_TRANSFER,true
Restaurante,113.64,2025-10-20,EXPENSE,BOLETO,false
Transferencia recebida,1011.61,2025-10-20,INCOME,BANK_TRANSFER,false
Aluguel residencial,1485.37,2025-10-21,EXPENSE,CASH,true
Conta de agua,141.04,2025-10-21,EXPENSE,PIX,true
Farmacia,54.77,2025-10-21,EXPENSE,CREDIT_CARD,false
Manutencao do veiculo,1342.91,2025-10-21,EXPENSE,DEBIT_CARD,false
Streaming,33.68,2025-10-21,EXPENSE,CASH,false
Dividendos,385.70,2025-10-21,INCOME,PIX,true
Pagamento freelance,3834.03,2025-10-21,INCOME,PIX,false
Rendimento de investimento,63.38,2025-10-21,INCOME,PIX,true
Aluguel residencial,3814.83,2025-10-22,EXPENSE,CREDIT_CARD,true
Cinema e lazer,194.05,2025-10-22,EXPENSE,BANK_TRANSFER,false
Cinema e lazer,230.06,2025-10-22,EXPENSE,BOLETO,false
Combustivel,87.47,2025-10-22,EXPENSE,BANK_TRANSFER,false
Conta de energia,221.65,2025-10-22,EXPENSE,DEBIT_CARD,true
Doacao,119.62,2025-10-22,EXPENSE,CASH,false
Farmacia,307.60,2025-10-22,EXPENSE,CASH,false
Livraria,262.71,2025-10-22,EXPENSE,PIX,false
Livraria,235.55,2025-10-22,EXPENSE,BANK_TRANSFER,false
Manutencao do veiculo,1828.55,2025-10-22,EXPENSE,DEBIT_CARD,false
Padaria,42.63,2025-10-22,EXPENSE,CASH,false
Plano de celular,43.45,2025-10-22,EXPENSE,BANK_TRANSFER,true
Streaming,37.84,2025-10-22,EXPENSE,CREDIT_CARD,true
Aluguel residencial,3189.65,2025-10-23,EXPENSE,PIX,true
Combustivel,264.07,2025-10-23,EXPENSE,CASH,false
Conta de agua,184.67,2025-10-23,EXPENSE,BOLETO,false
Conta de agua,163.83,2025-10-23,EXPENSE,PIX,true
Conta de energia,171.89,2025-10-23,EXPENSE,BANK_TRANSFER,true
Internet residencial,180.09,2025-10-23,EXPENSE,CASH,true
Internet residencial,219.38,2025-10-23,EXPENSE,DEBIT_CARD,true
Livraria,236.05,2025-10-23,EXPENSE,CASH,false
Livraria,25.23,2025-10-23,EXPENSE,DEBIT_CARD,false
Padaria,73.51,2025-10-23,EXPENSE,DEBIT_CARD,false
Academia,95.12,2025-10-24,EXPENSE,BANK_TRANSFER,false
Academia,234.13,2025-10-24,EXPENSE,DEBIT_CARD,true
Aluguel residencial,2428.91,2025-10-24,EXPENSE,CASH,true
Conta de energia,605.12,2025-10-24,EXPENSE,CREDIT_CARD,true
Passagem aerea,1868.20,2025-10-24,EXPENSE,BANK_TRANSFER,false
Plano de celular,100.70,2025-10-24,EXPENSE,CASH,true
Supermercado,604.58,2025-10-24,EXPENSE,DEBIT_CARD,false
Venda de produto,1053.69,2025-10-24,INCOME,PIX,false
Cinema e lazer,119.51,2025-10-25,EXPENSE,CREDIT_CARD,false
Eletronicos,2430.44,2025-10-25,EXPENSE,DEBIT_CARD,false
Impostos e taxas,2140.60,2025-10-25,EXPENSE,CASH,false
Seguro do veiculo,106.70,2025-10-25,EXPENSE,PIX,true
Supermercado,213.02,2025-10-25,EXPENSE,CREDIT_CARD,false
Veterinario,235.55,2025-10-25,EXPENSE,CASH,false
Academia,92.18,2025-10-26,EXPENSE,CASH,true
Aplicativo de transporte,26.64,2025-10-26,EXPENSE,BOLETO,false
Aplicativo de transporte,69.73,2025-10-26,EXPENSE,BOLETO,false
Combustivel,298.18,2025-10-26,EXPENSE,DEBIT_CARD,false
Conta de agua,61.54,2025-10-26,EXPENSE,PIX,true
Farmacia,204.58,2025-10-26,EXPENSE,BOLETO,false
Impostos e taxas,1834.01,2025-10-26,EXPENSE,CREDIT_CARD,false
Pet shop,197.91,2025-10-26,EXPENSE,CREDIT_CARD,false
Pet shop,199.68,2025-10-26,EXPENSE,PIX,false
Pet shop,367.54,2025-10-26,EXPENSE,DEBIT_CARD,false
Plano de saude,637.91,2025-10-26,EXPENSE,BANK_TRANSFER,false
Restaurante,285.59,2025-10-26,EXPENSE,CASH,false
Seguro do veiculo,179.78,2025-10-26,EXPENSE,DEBIT_CARD,true
Bonus profissional,4242.09,2025-10-26,INCOME,PIX,false
Restituicao de imposto,1595.49,2025-10-26,INCOME,PIX,false
Transferencia recebida,1943.35,2025-10-26,INCOME,BANK_TRANSFER,false
Condominio,289.81,2025-10-27,EXPENSE,BANK_TRANSFER,true
Curso online,678.73,2025-10-27,EXPENSE,CREDIT_CARD,false
Streaming,20.08,2025-10-27,EXPENSE,DEBIT_CARD,true
Supermercado,368.17,2025-10-27,EXPENSE,DEBIT_CARD,false
Aluguel recebido,1897.78,2025-10-27,INCOME,PIX,true
Pagamento freelance,3209.99,2025-10-27,INCOME,PIX,false
Academia,120.64,2025-10-28,EXPENSE,CASH,false
Aplicativo de transporte,15.34,2025-10-28,EXPENSE,CREDIT_CARD,false
Combustivel,90.21,2025-10-28,EXPENSE,BOLETO,false
Combustivel,185.17,2025-10-28,EXPENSE,BANK_TRANSFER,false
Conta de agua,179.18,2025-10-28,EXPENSE,BOLETO,false
Conta de agua,209.41,2025-10-28,EXPENSE,CREDIT_CARD,true
Delivery de comida,131.80,2025-10-28,EXPENSE,CREDIT_CARD,false
Delivery de comida,93.39,2025-10-28,EXPENSE,BOLETO,false
Farmacia,341.58,2025-10-28,EXPENSE,CREDIT_CARD,false
Impostos e taxas,601.42,2025-10-28,EXPENSE,CASH,false
Loja de roupas,505.69,2025-10-28,EXPENSE,DEBIT_CARD,false
Padaria,9.06,2025-10-28,EXPENSE,PIX,false
Passagem aerea,2890.56,2025-10-28,EXPENSE,CREDIT_CARD,false
Passagem aerea,3363.10,2025-10-28,EXPENSE,PIX,false
Plano de celular,75.51,2025-10-28,EXPENSE,CASH,true
Restaurante,131.42,2025-10-28,EXPENSE,BOLETO,false
Supermercado,332.64,2025-10-28,EXPENSE,DEBIT_CARD,false
Viagem e hospedagem,3193.06,2025-10-28,EXPENSE,PIX,false
Viagem e hospedagem,1168.64,2025-10-28,EXPENSE,BOLETO,false
Transferencia recebida,1242.00,2025-10-28,INCOME,BANK_TRANSFER,false
Aluguel residencial,1526.68,2025-10-29,EXPENSE,BANK_TRANSFER,true
Cinema e lazer,80.23,2025-10-29,EXPENSE,CREDIT_CARD,false
Combustivel,114.88,2025-10-29,EXPENSE,BANK_TRANSFER,false
Doacao,394.62,2025-10-29,EXPENSE,DEBIT_CARD,false
Loja de roupas,203.39,2025-10-29,EXPENSE,PIX,false
Manutencao do veiculo,659.18,2025-10-29,EXPENSE,CASH,false
Padaria,29.32,2025-10-29,EXPENSE,CASH,false
Padaria,23.31,2025-10-29,EXPENSE,BANK_TRANSFER,false
Supermercado,369.13,2025-10-29,EXPENSE,PIX,false
Veterinario,777.91,2025-10-29,EXPENSE,DEBIT_CARD,false
Viagem e hospedagem,1265.52,2025-10-29,EXPENSE,DEBIT_CARD,false
Viagem e hospedagem,3665.57,2025-10-29,EXPENSE,DEBIT_CARD,false
Aplicativo de transporte,12.67,2025-10-30,EXPENSE,DEBIT_CARD,false
Condominio,756.95,2025-10-30,EXPENSE,PIX,false
Conta de agua,210.68,2025-10-30,EXPENSE,DEBIT_CARD,true
Conta de energia,496.26,2025-10-30,EXPENSE,BOLETO,false
Internet residencial,185.85,2025-10-30,EXPENSE,DEBIT_CARD,false
Supermercado,197.44,2025-10-30,EXPENSE,CASH,false
Restituicao de imposto,2669.91,2025-10-30,INCOME,PIX,false
Curso online,652.99,2025-10-31,EXPENSE,BANK_TRANSFER,false
Curso online,162.47,2025-10-31,EXPENSE,CREDIT_CARD,false
Delivery de comida,109.74,2025-10-31,EXPENSE,BANK_TRANSFER,false
Loja de roupas,814.43,2025-10-31,EXPENSE,DEBIT_CARD,false
Passagem aerea,3480.81,2025-10-31,EXPENSE,BANK_TRANSFER,false
Plano de saude,1386.60,2025-10-31,EXPENSE,BANK_TRANSFER,true
Viagem e hospedagem,2590.46,2025-10-31,EXPENSE,BOLETO,false
Transferencia recebida,1989.55,2025-10-31,INCOME,PIX,false
Combustivel,106.35,2025-11-01,EXPENSE,CASH,false
Delivery de comida,137.28,2025-11-01,EXPENSE,CREDIT_CARD,false
Doacao,52.95,2025-11-01,EXPENSE,BOLETO,false
Livraria,98.91,2025-11-01,EXPENSE,DEBIT_CARD,false
Padaria,82.95,2025-11-01,EXPENSE,BANK_TRANSFER,false
Passagem aerea,640.43,2025-11-01,EXPENSE,PIX,false
Passagem aerea,3222.42,2025-11-01,EXPENSE,CASH,false
Plano de celular,171.90,2025-11-01,EXPENSE,DEBIT_CARD,true
Streaming,27.81,2025-11-01,EXPENSE,BOLETO,false
Viagem e hospedagem,1966.60,2025-11-01,EXPENSE,PIX,false
Rendimento de investimento,435.41,2025-11-01,INCOME,BANK_TRANSFER,true
Venda de produto,990.58,2025-11-01,INCOME,PIX,false
Aplicativo de transporte,57.32,2025-11-02,EXPENSE,PIX,false
Delivery de comida,180.17,2025-11-02,EXPENSE,BANK_TRANSFER,false
Farmacia,366.84,2025-11-02,EXPENSE,BANK_TRANSFER,false
Pet shop,325.79,2025-11-02,EXPENSE,BANK_TRANSFER,false
Restaurante,186.53,2025-11-02,EXPENSE,CASH,false
Restaurante,252.21,2025-11-02,EXPENSE,BANK_TRANSFER,false
Viagem e hospedagem,3574.27,2025-11-02,EXPENSE,CREDIT_CARD,false
Venda de produto,1028.52,2025-11-02,INCOME,BANK_TRANSFER,false
Academia,188.52,2025-11-03,EXPENSE,CREDIT_CARD,true
Aluguel residencial,1603.31,2025-11-03,EXPENSE,DEBIT_CARD,true
Delivery de comida,144.06,2025-11-03,EXPENSE,CREDIT_CARD,false
Doacao,48.23,2025-11-03,EXPENSE,BANK_TRANSFER,false
Eletronicos,162.21,2025-11-03,EXPENSE,BANK_TRANSFER,false
Impostos e taxas,325.80,2025-11-03,EXPENSE,BANK_TRANSFER,false
Impostos e taxas,1180.31,2025-11-03,EXPENSE,DEBIT_CARD,false
Impostos e taxas,1339.60,2025-11-03,EXPENSE,PIX,false
Passagem aerea,3276.72,2025-11-03,EXPENSE,CREDIT_CARD,false
Plano de saude,772.68,2025-11-03,EXPENSE,PIX,true
Condominio,1041.09,2025-11-04,EXPENSE,BOLETO,false
Doacao,328.96,2025-11-04,EXPENSE,BOLETO,false
Impostos e taxas,622.72,2025-11-04,EXPENSE,CREDIT_CARD,false
Livraria,245.66,2025-11-04,EXPENSE,DEBIT_CARD,false
Padaria,73.46,2025-11-04,EXPENSE,BANK_TRANSFER,false
Pet shop,34.13,2025-11-04,EXPENSE,CREDIT_CARD,false
Plano de saude,954.55,2025-11-04,EXPENSE,PIX,true
Restaurante,194.70,2025-11-04,EXPENSE,BOLETO,false
Supermercado,638.03,2025-11-04,EXPENSE,CREDIT_CARD,false
Dividendos,103.91,2025-11-04,INCOME,PIX,true
Dividendos,61.12,2025-11-04,INCOME,BANK_TRANSFER,true
Reembolso empresarial,403.59,2025-11-04,INCOME,BANK_TRANSFER,false
Academia,169.70,2025-11-05,EXPENSE,DEBIT_CARD,true
Combustivel,164.33,2025-11-05,EXPENSE,CASH,false
Condominio,508.61,2025-11-05,EXPENSE,DEBIT_CARD,true
Conta de agua,218.53,2025-11-05,EXPENSE,CREDIT_CARD,true
Farmacia,205.17,2025-11-05,EXPENSE,PIX,false
Passagem aerea,533.54,2025-11-05,EXPENSE,DEBIT_CARD,false
Supermercado,198.24,2025-11-05,EXPENSE,CREDIT_CARD,false
Veterinario,270.93,2025-11-05,EXPENSE,BOLETO,false
Veterinario,424.44,2025-11-05,EXPENSE,BOLETO,false
Restituicao de imposto,695.74,2025-11-05,INCOME,BANK_TRANSFER,false
Restituicao de imposto,2733.57,2025-11-05,INCOME,BANK_TRANSFER,false
Curso online,174.58,2025-11-06,EXPENSE,CREDIT_CARD,false
Eletronicos,1434.02,2025-11-06,EXPENSE,BANK_TRANSFER,false
Plano de saude,1490.09,2025-11-06,EXPENSE,BOLETO,true
Aluguel recebido,2844.69,2025-11-06,INCOME,PIX,true
Dividendos,138.73,2025-11-06,INCOME,BANK_TRANSFER,true
Aluguel residencial,3590.11,2025-11-07,EXPENSE,CASH,true
Aplicativo de transporte,81.61,2025-11-07,EXPENSE,CREDIT_CARD,false
Cinema e lazer,112.29,2025-11-07,EXPENSE,BOLETO,false
Conta de energia,173.50,2025-11-07,EXPENSE,BOLETO,false
Estacionamento,20.76,2025-11-07,EXPENSE,CREDIT_CARD,false
Farmacia,162.67,2025-11-07,EXPENSE,BANK_TRANSFER,false
Internet residencial,137.60,2025-11-07,EXPENSE,BOLETO,false
Passagem aerea,2446.76,2025-11-07,EXPENSE,CREDIT_CARD,false
Seguro do veiculo,437.88,2025-11-07,EXPENSE,BANK_TRANSFER,true
Veterinario,922.39,2025-11-07,EXPENSE,BOLETO,false
Rendimento de investimento,585.45,2025-11-07,INCOME,BANK_TRANSFER,true
Salario mensal,11012.70,2025-11-07,INCOME,BANK_TRANSFER,false
Academia,149.77,2025-11-08,EXPENSE,PIX,true
Aluguel residencial,1380.21,2025-11-08,EXPENSE,CREDIT_CARD,true
Aplicativo de transporte,21.58,2025-11-08,EXPENSE,BOLETO,false
Delivery de comida,105.10,2025-11-08,EXPENSE,CASH,false
Farmacia,316.63,2025-11-08,EXPENSE,CASH,false
Internet residencial,213.69,2025-11-08,EXPENSE,BOLETO,true
Internet residencial,106.92,2025-11-08,EXPENSE,CASH,true
Manutencao do veiculo,1857.48,2025-11-08,EXPENSE,PIX,false
Plano de celular,57.94,2025-11-08,EXPENSE,BOLETO,true
Viagem e hospedagem,491.30,2025-11-08,EXPENSE,DEBIT_CARD,false
Pagamento freelance,1527.45,2025-11-08,INCOME,BANK_TRANSFER,false
Curso online,98.41,2025-11-09,EXPENSE,PIX,false
Curso online,554.43,2025-11-09,EXPENSE,CREDIT_CARD,false
Estacionamento,19.37,2025-11-09,EXPENSE,CREDIT_CARD,false
Livraria,48.27,2025-11-09,EXPENSE,CREDIT_CARD,false
Loja de roupas,257.14,2025-11-09,EXPENSE,BANK_TRANSFER,false
Veterinario,511.70,2025-11-09,EXPENSE,CASH,false
Viagem e hospedagem,274.34,2025-11-09,EXPENSE,PIX,false
Dividendos,51.03,2025-11-09,INCOME,PIX,true
Academia,196.10,2025-11-10,EXPENSE,CASH,true
Cinema e lazer,75.51,2025-11-10,EXPENSE,DEBIT_CARD,false
Conta de agua,258.54,2025-11-10,EXPENSE,DEBIT_CARD,true
Doacao,337.44,2025-11-10,EXPENSE,BANK_TRANSFER,false
Estacionamento,23.60,2025-11-10,EXPENSE,CASH,false
Farmacia,298.06,2025-11-10,EXPENSE,DEBIT_CARD,false
Impostos e taxas,496.35,2025-11-10,EXPENSE,BOLETO,false
Internet residencial,135.14,2025-11-10,EXPENSE,CREDIT_CARD,false
Internet residencial,87.15,2025-11-10,EXPENSE,BANK_TRANSFER,true
Passagem aerea,1904.87,2025-11-10,EXPENSE,DEBIT_CARD,false
Pagamento freelance,888.64,2025-11-10,INCOME,BANK_TRANSFER,false
Restituicao de imposto,2576.66,2025-11-10,INCOME,BANK_TRANSFER,false
Conta de energia,412.78,2025-11-11,EXPENSE,CREDIT_CARD,true
Curso online,372.23,2025-11-11,EXPENSE,CREDIT_CARD,false
Doacao,290.01,2025-11-11,EXPENSE,BOLETO,false
Estacionamento,34.58,2025-11-11,EXPENSE,CREDIT_CARD,false
Loja de roupas,682.89,2025-11-11,EXPENSE,PIX,false
Passagem aerea,3210.27,2025-11-11,EXPENSE,CREDIT_CARD,false
Supermercado,674.28,2025-11-11,EXPENSE,PIX,false
Aluguel recebido,1740.83,2025-11-11,INCOME,PIX,false
Restituicao de imposto,590.11,2025-11-11,INCOME,PIX,false
Transferencia recebida,2182.81,2025-11-11,INCOME,BANK_TRANSFER,false
Cinema e lazer,94.82,2025-11-12,EXPENSE,CREDIT_CARD,false
Conta de agua,124.88,2025-11-12,EXPENSE,BANK_TRANSFER,false
Delivery de comida,81.54,2025-11-12,EXPENSE,BANK_TRANSFER,false
Doacao,281.52,2025-11-12,EXPENSE,CREDIT_CARD,false
Doacao,32.51,2025-11-12,EXPENSE,CASH,false
Manutencao do veiculo,2389.68,2025-11-12,EXPENSE,PIX,false
Manutencao do veiculo,1495.15,2025-11-12,EXPENSE,DEBIT_CARD,false
Padaria,65.63,2025-11-12,EXPENSE,CASH,false
Pet shop,171.23,2025-11-12,EXPENSE,CREDIT_CARD,false
Plano de saude,251.38,2025-11-12,EXPENSE,BANK_TRANSFER,true
Plano de saude,1131.40,2025-11-12,EXPENSE,BOLETO,true
Plano de saude,943.32,2025-11-12,EXPENSE,BANK_TRANSFER,true
Rendimento de investimento,523.80,2025-11-12,INCOME,BANK_TRANSFER,true
Academia,64.93,2025-11-13,EXPENSE,DEBIT_CARD,false
Aplicativo de transporte,79.09,2025-11-13,EXPENSE,BOLETO,false
Conta de energia,509.29,2025-11-13,EXPENSE,PIX,true
Eletronicos,4154.43,2025-11-13,EXPENSE,CREDIT_CARD,false
Farmacia,207.16,2025-11-13,EXPENSE,PIX,false
Pet shop,361.41,2025-11-13,EXPENSE,PIX,false
Supermercado,244.77,2025-11-13,EXPENSE,BOLETO,false
Bonus profissional,709.64,2025-11-13,INCOME,BANK_TRANSFER,false
Restituicao de imposto,1925.63,2025-11-13,INCOME,PIX,false
Academia,127.86,2025-11-14,EXPENSE,DEBIT_CARD,false
Academia,241.82,2025-11-14,EXPENSE,CASH,true
Aluguel residencial,3645.22,2025-11-14,EXPENSE,DEBIT_CARD,false
Aluguel residencial,2256.20,2025-11-14,EXPENSE,PIX,true
Doacao,122.67,2025-11-14,EXPENSE,CASH,false
Livraria,127.84,2025-11-14,EXPENSE,BANK_TRANSFER,false
Padaria,57.50,2025-11-14,EXPENSE,BANK_TRANSFER,false
Plano de saude,959.64,2025-11-14,EXPENSE,CREDIT_CARD,true
Restaurante,274.28,2025-11-14,EXPENSE,BOLETO,false
Reembolso empresarial,534.56,2025-11-14,INCOME,BANK_TRANSFER,false
Aplicativo de transporte,29.34,2025-11-15,EXPENSE,BOLETO,false
Curso online,51.59,2025-11-15,EXPENSE,DEBIT_CARD,false
Delivery de comida,37.78,2025-11-15,EXPENSE,PIX,false
Doacao,112.62,2025-11-15,EXPENSE,CASH,false
Estacionamento,71.77,2025-11-15,EXPENSE,DEBIT_CARD,false
Estacionamento,30.82,2025-11-15,EXPENSE,PIX,false
Impostos e taxas,2082.93,2025-11-15,EXPENSE,BANK_TRANSFER,false
Loja de roupas,188.52,2025-11-15,EXPENSE,BANK_TRANSFER,false
Manutencao do veiculo,1795.33,2025-11-15,EXPENSE,CASH,false
Pet shop,357.94,2025-11-15,EXPENSE,CASH,false
Veterinario,281.04,2025-11-15,EXPENSE,BANK_TRANSFER,false
Venda de produto,757.78,2025-11-15,INCOME,BANK_TRANSFER,false
Aluguel residencial,3050.10,2025-11-16,EXPENSE,DEBIT_CARD,true
Aplicativo de transporte,21.08,2025-11-16,EXPENSE,DEBIT_CARD,false
Condominio,734.85,2025-11-16,EXPENSE,PIX,false
Condominio,779.34,2025-11-16,EXPENSE,BOLETO,true
Conta de agua,97.79,2025-11-16,EXPENSE,PIX,true
Doacao,165.79,2025-11-16,EXPENSE,PIX,false
Impostos e taxas,1325.19,2025-11-16,EXPENSE,BOLETO,false
Livraria,68.68,2025-11-16,EXPENSE,PIX,false
Plano de saude,220.17,2025-11-16,EXPENSE,BANK_TRANSFER,true
Restaurante,202.31,2025-11-16,EXPENSE,PIX,false
Aluguel recebido,3188.40,2025-11-16,INCOME,BANK_TRANSFER,true
Dividendos,514.81,2025-11-16,INCOME,PIX,true
Restituicao de imposto,1876.43,2025-11-16,INCOME,BANK_TRANSFER,false
Academia,97.64,2025-11-17,EXPENSE,BOLETO,true
Aplicativo de transporte,85.75,2025-11-17,EXPENSE,BOLETO,false
Cinema e lazer,129.11,2025-11-17,EXPENSE,BANK_TRANSFER,false
Curso online,74.90,2025-11-17,EXPENSE,CREDIT_CARD,false
Doacao,340.20,2025-11-17,EXPENSE,DEBIT_CARD,false
Estacionamento,21.11,2025-11-17,EXPENSE,DEBIT_CARD,false
Estacionamento,12.52,2025-11-17,EXPENSE,CREDIT_CARD,false
Loja de roupas,345.63,2025-11-17,EXPENSE,BOLETO,false
Manutencao do veiculo,678.97,2025-11-17,EXPENSE,CASH,false
Plano de celular,177.71,2025-11-17,EXPENSE,CREDIT_CARD,true
Plano de celular,71.74,2025-11-17,EXPENSE,BANK_TRANSFER,true
Seguro do veiculo,370.72,2025-11-17,EXPENSE,BANK_TRANSFER,true
Salario mensal,7708.72,2025-11-17,INCOME,PIX,false
Eletronicos,3351.44,2025-11-18,EXPENSE,PIX,false
Estacionamento,8.74,2025-11-18,EXPENSE,BOLETO,false
Internet residencial,153.96,2025-11-18,EXPENSE,DEBIT_CARD,true
Pet shop,302.28,2025-11-18,EXPENSE,PIX,false
Viagem e hospedagem,909.29,2025-11-18,EXPENSE,BANK_TRANSFER,false
Restituicao de imposto,1031.15,2025-11-18,INCOME,PIX,false
Academia,167.68,2025-11-19,EXPENSE,BANK_TRANSFER,false
Cinema e lazer,114.25,2025-11-19,EXPENSE,PIX,false
Cinema e lazer,108.29,2025-11-19,EXPENSE,CREDIT_CARD,false
Condominio,449.83,2025-11-19,EXPENSE,CASH,false
Curso online,297.49,2025-11-19,EXPENSE,CASH,false
Curso online,44.92,2025-11-19,EXPENSE,BANK_TRANSFER,false
Impostos e taxas,1737.30,2025-11-19,EXPENSE,CASH,false
Internet residencial,133.39,2025-11-19,EXPENSE,CREDIT_CARD,true
Seguro do veiculo,168.74,2025-11-19,EXPENSE,BANK_TRANSFER,true
Supermercado,52.93,2025-11-19,EXPENSE,BOLETO,false
