usuario_id,mes_referencia,renda_mensal,total_despesas,percentual_renda_comprometida,nivel_endividamento_pct,taxa_poupanca_pct,percentual_despesas_fixas,percentual_gastos_nao_essenciais,quantidade_despesas_recorrentes,quantidade_transacoes_despesa,variacao_despesas_pct,reserva_em_meses,score_financeiro,perfil_financeiro,confianca_perfil,fatores_risco,fatores_positivos,regra_rotulacao,split,fonte
USR000771,2025-07,9027.34,5566.81,61.67,1.97,13.37,69.76,20.62,5,9,0.0,6.84,100.0,SAUDAVEL,0.9746,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000772,2025-07,2110.84,1283.11,60.79,23.72,20.23,22.62,29.38,3,12,0.0,7.77,96.0,SAUDAVEL,0.8698,endividamento_moderado|gastos_nao_essenciais_em_atencao,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000773,2025-07,2917.51,3140.94,107.66,84.44,1.78,25.38,74.62,2,7,0.0,1.89,2.0,EM_RISCO,0.9489,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000774,2025-07,1945.67,1927.55,99.07,33.65,3.14,72.06,0.0,3,4,0.0,1.07,53.0,EM_OBSERVACAO,0.6353,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000775,2025-07,1869.81,1418.88,75.88,24.6,14.49,60.01,13.4,2,7,0.0,15.43,86.0,SAUDAVEL,0.7334,renda_comprometida|endividamento_moderado,poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000776,2025-07,4705.63,4708.48,100.06,43.36,1.85,92.49,7.51,2,4,0.0,0.95,15.0,EM_RISCO,0.9462,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000777,2025-07,9243.74,8824.67,95.47,48.87,0.02,89.21,5.89,3,6,0.0,0.77,28.0,EM_RISCO,0.8798,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000778,2025-07,6002.75,4466.57,74.41,51.32,5.5,28.71,71.29,1,7,0.0,1.44,44.0,EM_RISCO,0.6803,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000779,2025-07,5300.7,2936.76,55.4,15.27,21.54,31.88,13.89,2,4,0.0,12.11,100.0,SAUDAVEL,0.8756,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000780,2025-07,4302.9,3193.19,74.21,0.75,17.77,69.5,10.17,4,9,0.0,11.18,100.0,SAUDAVEL,0.8986,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000781,2025-07,7163.46,8013.47,111.87,62.99,1.6,44.92,20.54,4,8,0.0,0.58,5.0,EM_RISCO,0.938,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000782,2025-07,1765.58,1764.85,99.96,24.01,5.68,92.53,4.62,3,7,0.0,3.55,61.0,EM_OBSERVACAO,0.7116,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000783,2025-07,2670.26,1773.21,66.41,10.63,18.72,50.66,49.34,2,6,0.0,19.13,100.0,SAUDAVEL,0.9436,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000784,2025-07,3904.76,3681.21,94.28,43.14,8.68,53.18,33.98,6,11,0.0,2.81,45.0,EM_RISCO,0.6356,renda_muito_comprometida|endividamento_alto|reserva_baixa|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000785,2025-07,2573.38,2531.6,98.38,29.26,9.4,53.2,46.8,4,8,0.0,0.95,44.0,EM_RISCO,0.6552,renda_muito_comprometida|endividamento_moderado|sem_reserva_adequada|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000786,2025-07,3006.84,2254.87,74.99,8.16,20.12,24.19,75.81,4,9,0.0,9.93,90.0,SAUDAVEL,0.7577,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000787,2025-07,3524.59,3674.21,104.25,44.82,0.32,66.52,21.37,6,9,0.0,0.87,15.0,EM_RISCO,0.9792,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000788,2025-07,7814.62,6291.73,80.51,40.96,3.86,42.59,29.01,3,8,0.0,3.78,57.0,EM_OBSERVACAO,0.6517,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000789,2025-07,4459.59,3441.73,77.18,43.77,10.46,65.85,23.18,3,7,0.0,3.02,70.0,EM_OBSERVACAO,0.6647,renda_comprometida|endividamento_alto,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000790,2025-07,6534.01,6610.78,101.17,49.35,2.94,65.39,19.04,6,10,0.0,1.08,22.0,EM_RISCO,0.943,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000791,2025-07,4613.39,4212.68,91.31,50.86,4.59,69.36,17.49,2,7,0.0,4.17,50.0,EM_OBSERVACAO,0.55,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000792,2025-07,5367.83,4011.37,74.73,26.45,16.97,11.85,21.83,2,12,0.0,8.45,91.0,SAUDAVEL,0.8382,renda_comprometida|endividamento_moderado,boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000793,2025-07,2354.99,2309.79,98.08,21.39,8.13,77.67,12.56,3,6,0.0,1.64,61.0,EM_OBSERVACAO,0.6978,renda_muito_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000794,2025-07,6254.15,4794.86,76.67,40.58,4.16,85.35,5.97,4,6,0.0,0.66,47.0,EM_RISCO,0.6274,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000795,2025-07,5740.75,4527.92,78.87,36.78,3.38,53.23,4.48,4,7,0.0,0.56,58.0,EM_OBSERVACAO,0.6854,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000796,2025-07,3865.09,3183.4,82.36,18.68,4.72,40.21,59.79,2,4,0.0,0.78,57.0,EM_OBSERVACAO,0.6879,renda_comprometida|baixa_taxa_poupanca|sem_reserva_adequada|gastos_nao_essenciais_altos,baixo_endividamento,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000797,2025-07,3254.85,2775.72,85.28,24.45,3.42,54.86,14.37,5,13,0.0,1.23,53.0,EM_OBSERVACAO,0.6487,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000798,2025-07,15936.09,14911.4,93.57,58.95,0.54,54.12,43.57,5,9,0.0,0.58,18.0,EM_RISCO,0.9157,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000799,2025-07,3025.47,1854.77,61.31,15.87,18.56,28.19,35.36,7,10,0.0,13.49,100.0,SAUDAVEL,0.935,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000800,2025-07,1648.69,1351.21,81.96,32.18,8.54,64.26,0.0,2,6,0.0,2.58,73.0,EM_OBSERVACAO,0.6187,renda_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000801,2025-07,6959.94,5077.32,72.95,8.57,18.13,52.13,21.14,2,7,0.0,7.06,100.0,SAUDAVEL,0.9626,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000802,2025-07,3470.16,3397.2,97.9,30.2,7.18,20.71,11.67,2,7,0.0,2.87,53.0,EM_OBSERVACAO,0.5987,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000803,2025-07,3749.03,3355.84,89.51,19.02,3.33,29.49,4.88,1,7,0.0,3.49,70.0,EM_OBSERVACAO,0.6184,renda_muito_comprometida|baixa_taxa_poupanca,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000804,2025-07,3019.91,3104.6,102.8,70.5,0.17,39.22,55.36,5,9,0.0,1.01,2.0,EM_RISCO,0.98,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000805,2025-07,3621.39,3804.05,105.04,69.64,1.39,70.6,9.88,4,6,0.0,0.73,5.0,EM_RISCO,0.897,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000806,2025-07,3139.51,2971.14,94.64,34.32,9.77,67.19,6.23,2,5,0.0,5.49,69.0,EM_OBSERVACAO,0.659,renda_muito_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000807,2025-07,4670.78,2773.28,59.38,7.55,16.32,74.98,19.09,5,10,0.0,18.28,100.0,SAUDAVEL,0.9775,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000808,2025-07,8474.44,5901.96,69.64,13.03,18.64,34.74,0.0,1,4,0.0,20.68,100.0,SAUDAVEL,0.9103,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000809,2025-07,3663.04,3272.4,89.34,41.12,3.88,71.97,0.0,3,6,0.0,2.35,42.0,EM_RISCO,0.6847,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000810,2025-07,3631.77,2904.81,79.98,29.19,9.08,70.36,3.02,2,7,0.0,1.16,73.0,EM_OBSERVACAO,0.5814,renda_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000811,2025-07,6613.51,4168.07,63.02,6.49,17.67,54.81,19.43,3,5,0.0,11.81,100.0,SAUDAVEL,0.9326,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000812,2025-07,7572.09,5389.95,71.18,42.26,8.87,90.1,7.63,2,7,0.0,3.9,70.0,EM_OBSERVACAO,0.6868,renda_comprometida|endividamento_alto,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000813,2025-07,5878.82,4429.06,75.34,0.0,19.87,27.43,62.48,2,8,0.0,6.92,90.0,SAUDAVEL,0.8673,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000814,2025-07,2734.46,2020.94,73.91,11.94,15.52,14.75,47.22,3,9,0.0,12.72,90.0,SAUDAVEL,0.7512,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000815,2025-07,4909.53,3847.9,78.38,28.33,6.63,76.46,0.0,7,10,0.0,2.35,65.0,EM_OBSERVACAO,0.7352,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000816,2025-07,7418.51,6098.76,82.21,21.25,5.88,81.61,8.71,4,7,0.0,2.16,65.0,EM_OBSERVACAO,0.7661,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000817,2025-07,3576.84,2517.86,70.39,21.53,15.48,42.35,21.94,4,9,0.0,10.87,91.0,SAUDAVEL,0.7939,renda_comprometida|endividamento_moderado,boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000818,2025-07,6340.49,5967.45,94.12,53.4,4.66,18.47,48.16,2,6,0.0,1.37,32.0,EM_RISCO,0.8055,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000819,2025-07,6397.26,4658.01,72.81,0.0,11.38,83.55,5.16,4,6,0.0,5.57,90.0,SAUDAVEL,0.8242,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000820,2025-07,11574.52,9713.85,83.92,37.55,6.62,59.6,13.13,2,5,0.0,2.96,65.0,EM_OBSERVACAO,0.7339,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000821,2025-07,4086.31,2231.22,54.6,0.0,19.79,33.42,32.24,3,8,0.0,9.43,100.0,SAUDAVEL,0.9189,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000822,2025-07,6924.09,5882.47,84.96,25.23,5.55,43.09,26.94,1,8,0.0,2.59,60.0,EM_OBSERVACAO,0.7139,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000823,2025-07,5067.65,3877.92,76.52,22.06,6.9,51.51,43.39,4,10,0.0,1.06,55.0,EM_OBSERVACAO,0.62,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000824,2025-07,5216.39,5851.06,112.17,53.88,1.08,67.03,11.71,5,11,0.0,0.69,15.0,EM_RISCO,0.8939,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000825,2025-07,5527.59,4232.4,76.57,5.42,20.73,68.79,13.25,1,6,0.0,6.67,100.0,SAUDAVEL,0.9652,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000826,2025-07,2775.39,2517.81,90.72,21.13,6.9,82.81,1.06,5,10,0.0,3.85,61.0,EM_OBSERVACAO,0.7534,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000827,2025-07,9890.85,6080.13,61.47,7.28,15.18,75.07,24.93,3,4,0.0,5.52,100.0,SAUDAVEL,0.9511,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000828,2025-07,17139.38,9349.94,54.55,0.0,19.41,32.39,18.06,5,10,0.0,11.6,100.0,SAUDAVEL,0.9078,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000829,2025-07,1507.04,1392.33,92.39,38.51,5.46,52.9,15.36,1,6,0.0,1.23,53.0,EM_OBSERVACAO,0.6378,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000830,2025-07,3018.26,2025.3,67.1,22.3,12.88,43.59,29.05,8,11,0.0,7.96,91.0,SAUDAVEL,0.8277,endividamento_moderado|gastos_nao_essenciais_em_atencao,despesas_controladas|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000831,2025-07,5423.41,3016.84,55.63,21.02,18.91,57.06,42.94,3,5,0.0,8.55,91.0,SAUDAVEL,0.8255,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000832,2025-07,2465.83,2008.32,81.45,25.54,4.74,78.22,11.6,3,7,0.0,2.8,65.0,EM_OBSERVACAO,0.7217,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000833,2025-07,7172.68,8901.1,124.1,76.66,1.9,44.12,28.12,4,9,0.0,0.63,0.0,EM_RISCO,0.902,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000834,2025-07,2325.68,1324.69,56.96,16.24,21.99,65.71,12.25,3,4,0.0,5.65,100.0,SAUDAVEL,0.8913,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000835,2025-07,8269.78,5507.15,66.59,8.62,19.13,76.43,0.43,4,7,0.0,9.52,100.0,SAUDAVEL,0.9354,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000836,2025-07,2391.8,1617.73,67.64,11.85,14.55,54.75,32.91,4,7,0.0,10.7,100.0,SAUDAVEL,0.9538,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000837,2025-07,7363.94,6088.3,82.68,29.79,9.03,22.64,69.96,1,8,0.0,8.46,76.0,SAUDAVEL,0.5922,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000838,2025-07,7133.92,5526.6,77.47,31.28,6.37,36.04,52.07,4,8,0.0,1.67,55.0,EM_OBSERVACAO,0.6502,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000839,2025-07,10490.28,10613.54,101.17,28.81,9.75,63.53,0.0,5,7,0.0,3.17,56.0,EM_OBSERVACAO,0.6635,despesas_acima_da_renda|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000840,2025-07,2171.62,1798.39,82.81,36.47,6.1,44.76,9.27,3,6,0.0,2.5,65.0,EM_OBSERVACAO,0.676,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000841,2025-07,2836.53,1772.07,62.47,15.36,14.79,47.61,15.76,1,7,0.0,14.11,100.0,SAUDAVEL,0.9791,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000842,2025-07,3357.71,2437.82,72.6,32.06,3.03,34.27,25.32,4,12,0.0,5.54,68.0,EM_OBSERVACAO,0.697,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000843,2025-07,1520.73,1414.62,93.02,50.89,3.23,38.02,50.52,7,13,0.0,0.27,25.0,EM_RISCO,0.9211,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000844,2025-07,2671.87,1927.31,72.13,13.24,10.29,66.05,26.81,2,9,0.0,4.54,85.0,SAUDAVEL,0.7232,renda_comprometida|gastos_nao_essenciais_em_atencao,baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000845,2025-07,2891.9,2779.04,96.1,81.07,2.97,60.23,39.77,4,5,0.0,0.4,8.0,EM_RISCO,0.9044,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000846,2025-07,11640.61,9122.93,78.37,23.18,8.41,66.13,19.29,3,7,0.0,2.56,73.0,EM_OBSERVACAO,0.5949,renda_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000847,2025-07,5094.1,3546.45,69.62,16.13,21.22,45.38,36.87,4,8,0.0,4.43,95.0,SAUDAVEL,0.847,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000848,2025-07,4616.59,4837.72,104.79,67.28,3.28,36.26,6.86,4,11,0.0,0.91,12.0,EM_RISCO,0.98,despesas_acima_da_renda|endividamento_muito_alto|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000849,2025-07,9051.57,7268.4,80.3,20.82,6.23,43.47,27.97,3,8,0.0,4.72,68.0,EM_OBSERVACAO,0.6844,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000850,2025-07,5597.43,4062.23,72.57,42.4,9.85,45.65,37.67,3,9,0.0,1.58,52.0,EM_OBSERVACAO,0.5707,renda_comprometida|endividamento_alto|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000851,2025-07,4206.24,3077.06,73.15,2.78,10.59,60.9,39.1,2,5,0.0,10.8,85.0,SAUDAVEL,0.707,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000852,2025-07,10428.32,8642.71,82.88,32.23,10.73,66.34,33.34,6,9,0.0,2.05,68.0,EM_OBSERVACAO,0.737,renda_comprometida|endividamento_moderado|reserva_baixa|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000853,2025-07,1458.06,1721.92,118.1,38.93,2.56,59.96,9.77,6,11,0.0,1.13,33.0,EM_RISCO,0.7826,despesas_acima_da_renda|endividamento_moderado|poupanca_insuficiente|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000854,2025-07,7499.23,5589.54,74.53,18.96,6.88,47.11,31.45,3,12,0.0,3.45,77.0,SAUDAVEL,0.6222,renda_comprometida|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000855,2025-07,3754.34,1991.49,53.04,20.92,10.86,30.42,46.76,5,9,0.0,9.67,86.0,SAUDAVEL,0.7385,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000856,2025-07,5856.92,4552.72,77.73,44.59,4.84,25.41,46.76,4,9,0.0,4.64,52.0,EM_OBSERVACAO,0.612,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000857,2025-07,6799.55,5177.57,76.15,40.11,6.23,93.88,6.12,3,4,0.0,1.37,54.0,EM_OBSERVACAO,0.6195,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000858,2025-07,5126.04,4028.45,78.59,41.17,6.57,84.34,11.54,5,9,0.0,2.5,54.0,EM_OBSERVACAO,0.6503,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000859,2025-07,3098.19,2345.08,75.69,24.3,8.08,19.73,69.46,3,6,0.0,7.37,76.0,SAUDAVEL,0.5854,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000860,2025-07,6796.78,5284.16,77.75,31.13,9.51,32.23,60.61,4,8,0.0,6.89,76.0,SAUDAVEL,0.5908,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000861,2025-07,3751.07,2962.08,78.97,38.21,8.86,51.94,2.39,4,4,0.0,5.69,81.0,SAUDAVEL,0.6882,renda_comprometida|endividamento_moderado,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000862,2025-07,2513.03,2444.5,97.27,40.84,1.97,54.49,36.61,3,10,0.0,0.16,18.0,EM_RISCO,0.9703,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000863,2025-07,13862.66,12158.74,87.71,85.17,0.24,63.07,1.77,7,12,0.0,0.08,18.0,EM_RISCO,0.9621,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
